permalink_url,title,message,Primary_Category,Primary_Category_Other,Secondary_Category,Secondary_Category_Other,Video_Type,voice_first_3_seconds,visual_first_3_seconds,visual_first_3_seconds_Other,background_music_type_first_3_seconds,thumbnail,thumbnail_Sentiment,thumbnail_famous_personality_name,thumbnail_famous_personality_profession
https://www.facebook.com/1954072204870360/posts/2419814781629431/,"Rare Variety Of Tea In Assam Fetches ₹75,000 Per Kg","क्या है ‘Golden Butterfly’ चायपत्ती की कीमत, जिसने बनाया record?",Business,,"Food, Facts",,Informative,other,other,Boiling tea,low,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2418255798451996/,PM Modi Inaugurates Permanent New LED Lighting For Parliament,क्यों और कितनी LED lights की रोशनी से जगमगाया Parliament ?,Government,,Policies/Norms/Rules,,General ,text only (to),other,Sansad Bhavan,relevant,Heritage,Happy ,,
https://www.facebook.com/1954072204870360/posts/2416046128672963/,"Wajid Khan, Who Uses Nails To Create 3D Art",दुनिया के किसी भी material से art बनाने का दावा करते हैं Wajid,Skill & Art ,,"Visual Arts, X-Factor",,"Shocking/Surprising, General",text only (to),other,Art,neutral,Commoner,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2414545222156387/,"ISRO's Chandrayaan 2 Exits Earth's Orbit, Moves Steadily Towards The Moon","ISRO को मिली एक और कामयाबी, धरती के orbit से बाहर निकला Chandrayaan-2",Technology & Innovations,,Science,,Informative,text only (to),other,Rocket,relevant,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2416082782002631/,What Happened After The Batla House Encounter?,Batla House Encounter जिसे लेकर आज भी गरमाती है सियासत,Judiciary & Crime,,"Crime, History",,"Shocking/Surprising, General",text only (to),commoner (np),Paper article,low,Object,Fear,,
https://www.facebook.com/1954072204870360/posts/2416109791999930/,The Story Of Kolkata's Hand Pulled Rickshaws,कहां से आए हैं Kolkata के hand pulled rickshaws?,Places / Destinations,,History,,Informative,text only (to),commoner (np),,low,Commoner,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2416145758663000/,Tripura's School Opened For Kids Of Reang Tribe,"इस school में बच्चों को दी जाती है free education, books, meals और uniforms",Education,,Social Work,,"General, Inspiring",text only (to),Crowd,,low,Crowd,Happy ,,
https://www.facebook.com/1954072204870360/posts/2415995028678073/,Nagpur's famous Kalyan Ji And His Gupchups,Nagpur में क्यों मशहूर हैं Kalyan Ji के Gupchup?,Business,,"Food, Person Specific",,General ,text only (to),commoner (np),,relevant,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2414597588817817/,NEWJ Special: Encompassing The Entire Nation,अखंड भारत पर NEWJ special,History,,"History, Facts",,"Day-specific, Emotional",voice over (vo),other,Map,neutral,Object,Proud,,
https://www.facebook.com/1954072204870360/posts/2416083578669218/,Shani Dham Temple Of Pratapgarh,उत्तर प्रदेश में किस जगह पर स्थित है स्वयंभू शनि धाम मंदिर,Places / Destinations,,Religion,,General ,text only (to),famous personality (fp),,neutral,Famous Personality,Action,Shani maharaj,Spirituality
https://www.facebook.com/1954072204870360/posts/2418377741773135/,"The Hotspot Of Delhi, Sardarji Omelette wale",क्यों Delhi के Sardarji Omelette वाले हैं social media पर famous?,Business,,"Food, Person Specific",,General ,text only (to),commoner (np),,relevant,Commoner,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2413629082248001/,"Ex-CMs Mehbooba Mufti and Omar ‘Fight-Out’ In Detention, Had To Be Moved To Separate Locations",क्यों house arrest के दौरान J&K के दो former CMs के बीच हुई बहस और क्यों करना पड़ा इन्हें अलग-अलग shift?,Politics,,"Crime, Famous Personality",,General ,text only (to),famous personality (fp),,relevant,Famous Personality,Neutral ,"Omar abdullah, mehbooba mufti",Politics
https://www.facebook.com/1954072204870360/posts/2420733948204181/,This Cafe Is Run By Transgender Employees,कौन सा है वो cafe जहां सिर्फ transgenders को मिलती हैं jobs?,Business,,"Food, LGBTQ",,General ,text only (to),other,Logo,low,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2414383005505942/,Unpredictable And Incessant Rainfall Brings Floods To Many States In India,देखिए दक्षिण से लेकर पश्चिम भारत तक किस तरह floods से बेहाल हैं लोग,Environment/Ecosystem,,Crisis,,Shocking/Surprising,text only (to),other,Map,neutral,Crowd,"Sad, Action",,
https://www.facebook.com/1954072204870360/posts/2413756662235243/,Elderly Couple Fights Off Armed Robbers in Tamil Nadu,किस तरह Elderly couple ने हथियारों से लैस बदमाशों का किया सामना?,Judiciary & Crime,,Crime,,"Shocking/Surprising, Viral",text only (to),commoner (np),,relevant,Commoner,Fear,,
https://www.facebook.com/1954072204870360/posts/2413704605573782/,"EAM S Jaishankar, Wang Yi jointly Inaugurates ‘India-China Film Week’ in Beijing",India और China के लोगों को जोड़ने के लिए करवाया जाएगा India-China Film Week,Global News,,Famous Personality,,Event,text only (to),Crowd,,relevant,Famous Personality,Action,S Jaishankar,Politics
https://www.facebook.com/1954072204870360/posts/2413855175558725/,Specially-Abled Gujarat Artist Showcases Art Piece Supporting Revocation Of Article 370,Article 370 हटने की खुशी में इस specially abled artist ने अपनी painting से क्या दिया message?,Skill & Art ,,Visual Arts,,Inspiring,text only (to),commoner (np),,relevant,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2413051392305770/,Mukesh Ambani Unveils Jio GigaFiber,कब होगा JioFiber का commercial launch?,Business,, Famous Personality,,Informative, voice of famous personality (fpv),famous personality (fp),,relevant,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2413061905638052/,RIL Announces India's Biggest FDI Investment,Reliance की ये deal कैसे है India की सबसे बड़ी FDI deal?,Business,,Economy/Economic,,Informative,text only (to),Crowd,,neutral,Building/ Factory,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2413556515588591/,Remembering Miss Hawa Hawai: Sridevi,आज है Bollywood की 1st female superstar Sridevi का जन्मदिन,Entertainment,,"Bollywood, Famous Personality, ",,"Day-specific, Profile",text only (to),famous personality (fp),,relevant,Famous Personality,Happy ,Sri Devi,film
https://www.facebook.com/1954072204870360/posts/2416720765272166/,A Hospital That Feeds Over 2000 People For Free,"कौन है जो hospital में आए 2,000 लोगों को free में खिला रहे हैं खाना ?",Lifestyle,,"Social Work, Food",,"General, Inspiring",text only (to),Crowd,,relevant,Commoner,Action,,
https://www.facebook.com/1954072204870360/posts/2413795025564740/,Story Of Ganesha And His Mooshak Raj,कैसे हुई भगवान गणेश और मूषक राज में दोस्ती?,Lifestyle,,Religion,,General ,text only (to),famous personality (fp),,relevant,Famous Personality,Neutral ,Ganpati,Spirituality
https://www.facebook.com/1954072204870360/posts/2415971362013773/,'Garbage Cafe' Of Chhattisgarh That Offers Meals In Exchange For Plastic Waste,किस cafe में मिलता है कचरे के बदले खाना?,Business,,"Conservation, Food",,"General, Inspiring",text only (to),commoner (np),,relevant,Commoner,Happy ,,
https://www.facebook.com/1954072204870360/posts/2414366068840969/,Bollywood's Comedy King: Johnny Lever,"Happy Birthday Johnny Lever, क्या आप जानते हैं Johnny Lever का क्या है असली नाम?",Entertainment,,"Bollywood, Famous Personality, ",,"Day-specific, Profile",text only (to),famous personality (fp),,relevant,Famous Personality,Happy ,Johny Liver,film
https://www.facebook.com/1954072204870360/posts/2416133845330858/,Bihar Man Modifies Car To Look Like Helicopter,"Talent का अनोखा कमाल, Tata Nano को बना दिया helicopter",Technology & Innovations,,"Person Specific, X-Factor",,"Shocking/Surprising, General",other,other,Helicopter,relevant,Object,Proud,,
https://www.facebook.com/1954072204870360/posts/2413581825586060/,"Denied Jaguar, Haryana Youth Dumps BMW Into River",Haryana के Akash ने क्यों बहा दी नदी में अपनी BMW?,Weird News,,Person Specific,,"Shocking/Surprising, Viral",text only (to),commoner (np),,relevant,Object,"Fear, Action",,
https://www.facebook.com/1954072204870360/posts/2412934145650828/,"Hotel Charges ₹1,700 For 2 Boiled Eggs",2 boiled eggs की जानिए कितनी है कीमत? जिसे लेकर internet पर हुआ इतना बवाल,Weird News,,Internet Sensation,,"Shocking/Surprising, Viral",text only (to),other,Restaurant,relevant,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2412896765654566/,Zomato Sparks Off Another Controversy,जानें अब कौन सी controversy में फंसा Zomato?,Business,,Food,,Controversial,text only (to),Crowd,,no music,Commoner,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2410675925876650/,The Condition In Karnataka Worsens,भयानक बाढ़ से Karnataka में बिगड़े हालात,Environment/Ecosystem,,Crisis,,Shocking/Surprising,text only (to),other,flood,neutral,Crowd,"Fear, Action",,
https://www.facebook.com/1954072204870360/posts/2414384045505838/,"The Story of Tessy Thomas, India’s Missile Woman",कौन हैं वो India की Missile Woman जिन्हें Agni Programme के लिए Dr APJ Abdul Kalam ने किया था appoint ?,Technology & Innovations,,"Science, Famous Personality",,"Profile, Inspiring",text only (to),commoner (np),,low,Commoner,Happy ,,
https://www.facebook.com/1954072204870360/posts/2420709574873285/,Creating History: Transgender Model Naaz Joshi Wins Miss World Diversity For The Third Time!,क्या है Miss World Diversity award जिसे जीत Naaz Joshi ने बनाया record ?,Lifestyle,,"LGBTQ, Award/Achievement, Famous Personality",,Inspiring, common voice (optv),commoner (np),,no music,Commoner,Happy ,,
https://www.facebook.com/1954072204870360/posts/2419820364962206/,"The History Of Mumbai Locals, The Lifeline Of Mumbai",कब और कहां चली थी Mumbai की 1st local train?,Government,," History, Facts",,Informative, common voice (optv),Crowd,,no music,Crowd,Happy ,,
https://www.facebook.com/1954072204870360/posts/2419007551710154/,Delhi's Hauz Khas Lake Now On The Way To Revival With Wetlands,Wetlands जिसके कारण सुधर रहे हैं Hauz Khas lake के हालात,Environment/Ecosystem,,"Conservation, Person Specific, Crisis",,"Shocking/Surprising, Informative",text only (to),other,river,relevant,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2414412782169631/,23 Year Old Harish Develops A Smart Bangle For Women Safety,Smart bangle में होंगे क्या features जिससे होगी women की safety?,Technology & Innovations,,"Person Specific, Empowerment",,Informative,text only (to),commoner (np),,neutral,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2413601578917418/,Meet The King Of Bandra And His Wonderful Auto Rickshaw,मिलिए King of Bandra और उनके Wonder Autorickshaw से,Technology & Innovations,,Person Specific,,General ,text only (to),famous personality (fp),,relevant,Famous Personality,Happy ,Sanjay Dutt,film
https://www.facebook.com/1954072204870360/posts/2413603878917188/,The Inspirational Story Of Satish Vada Pav Wala,कौन है Satish Gupta जो school students को ₹5 में खिला रहे हैं vada pav?,Business,,"Food, Person Specific",,"General, Inspiring ",text only (to),Crowd,,relevant,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2414606312150278/,Establishment Of Saptashrungi Mata,"किस देवी में मौजूद हैं महाकाली, महालक्ष्मी और महासरस्वती के तीनों गुण?",Lifestyle,,"Religion, Facts",,Informative,other,famous personality (fp),,relevant,Famous Personality,Neutral ,Saptashrungi Mata,Devotional
https://www.facebook.com/1954072204870360/posts/2409871552623754/,Akhand Bharat Banners Appear Near Pakistan Parliament,क्या लिखा था Pakistan में लगे Pro-India posters पर?,Global News,,Protests/Rallies,,Controversial, common voice (optv),famous personality (fp),,no music,Famous Personality,Anger,Narendra Modi,Politics
https://www.facebook.com/1954072204870360/posts/2410051429272433/,RBI Opens A Museum In Kolkata To Inform People About Banking,क्या-क्या होगा RBI के इस money museum में?,Government,, Economy/Economic,,Informative,other,other,RBI Wall,relevant,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2409947319282844/,"Pakistan Halts Trade With India, Projection Of Plan Backfiring",India के साथ द्विपक्षीय व्यापार पर रोक लगाने के बाद Pakistan को होगा कितना नुकसान?,Global News,,Economy/Economic,,General ,text only (to),other,forest,low,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2409883699289206/,NSA Doval Breaks Bread With Locals Of Shopian,J&K से Article 370 हटाए जाने के बाद Kashmir क्यों पहुंचे NSA Ajit Doval?,Politics,,"Judicial, Famous Personality",,General ,text only (to),famous personality (fp),,low,Famous Personality,Action,Ajit Doval,Politics
https://www.facebook.com/1954072204870360/posts/2409874045956838/,India Secures 1st Position In The First Phase Of 5th 'International Army Scout Masters Competition',किस international competition में Indian Army ने हासिल की 1st position?,Forces,,"Army, Award/Achievement",,"Event, Informative",text only (to),commoner (np),,relevant,Commoner,Action,,
https://www.facebook.com/1954072204870360/posts/2412975692313340/,India's Golden Wrestling Girl: Vinesh Phogat,क्या है Vinesh Phogat की success story?,Sports & Games,,"Other Sports, Famous Personality",,Profile,text only (to),famous personality (fp),,relevant,Famous Personality,Happy ,Vinesh Phogat,Sport
https://www.facebook.com/1954072204870360/posts/2409839839293592/,Bombay HC Rules In Favour Of Not Slaughtering Goats And Sheeps Inside Flats On Bakrid,Bakrid पर Bombay High Court ने क्या सुनाया है नया फैसला?,Judiciary & Crime,,"Judicial, Animals",,Informative,text only (to),other,High court,relevant,Commoner,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2410027135941529/,Significance Of Varalakshmi Vrat,जानिए कौन हैं वरलक्ष्मी देवी और क्यों रखा जाता है इनका व्रत?,Lifestyle,,Religion,,Informative,text only (to),famous personality (fp),,relevant,Famous Personality,Happy ,वरलक्ष्मी देवी,Devotional
https://www.facebook.com/1954072204870360/posts/2409997625944480/,"The Success Story Of Prem Ganpathy, The Owner Of Dosa Plaza",क्या आपको पता है Dosa Plaza के owner की success story?,Business,,"Food,Person Specific",,"Profile, Inspiring",text only (to),other,Tava,relevant,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2409240592686850/,EMIs Set To Fall As RBI Goes For Fourth Straight Rate Cut,RBI के किस नए फैसले से होगा आम लोगों को फायदा?,Government,,Economy/Economic,,Informative,text only (to),other,RBI Logo,low,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2425838397693736/,Indian Hockey Through Ages: From Riches To Rags,Indian Hockey - अर्श से फर्श का सफर,Sports & Games,,"Hockey, History",,Informative, common voice (optv),commoner (np),,no music,Commoner,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2413789665565276/,All About Article 370,Article 370 - शुरुआत से खात्मे तक,Government,,"Policies/Norms/Rules, Judicial",,"Trending, Explainers", voice of famous personality (fpv),famous personality (fp),,no music,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2409142062696703/,"With 36 Bills Passed, Parliament Session Being 'Most Productive' in 6 Decades","281 घंटों तक चला Modi 2.0 का 1st Parliamentary Session, 36 bills हुए pass",Government,,Policies/Norms/Rules,,Informative,text only (to),famous personality (fp),,loud,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2525129784431263/,Why Do We Offer Sindoor To Lord Hanuman?,"हनुमान जी को सिंदूर चढ़ाने के पीछे की कहानी

(via NEWJ Dharohar)",Lifestyle,,Religion ,,Explainers,voice over (vo),famous personality (fp),,low,Famous Personality,Neutral ,Hanuman(Statue),Devotional
https://www.facebook.com/1954072204870360/posts/2409129676031275/,"Sushma Swaraj, Poster Woman For Indian Politics, Journey So Far","नहीं रहीं Sushma Swaraj, MEA रहते हुए ऐसा था सफर",Politics,,Famous Personality,,"Profile, Event",text only (to),famous personality (fp),,relevant,Famous Personality,Happy ,Sushma Swaraj,Politics
https://www.facebook.com/1954072204870360/posts/2416748998602676/,"Guardians Of The Nation, Army Dogs",Army Dogs जो हैं हमारे रक्षक,Forces,,Animals,,Informative,voice over (vo),other,Dog,no music,Commoner,"Fear, Action",,
https://www.facebook.com/1954072204870360/posts/2410636599213916/,Mumbai Girl Bags Guinness World Record In Cycling,पैर में चोट होने के बावजूद Bhagyashree Sawant ने cycling में बनाया record,Sports & Games,,"Other Sports, Award/Achievement, Person Specific",,Informative,text only (to),commoner (np),,relevant,"Object, Commoner",Happy ,,
https://www.facebook.com/1954072204870360/posts/2408527922758117/,Ladakh's Eminent Voice On Article 370,Article 370 पर Ladakh की आवाज,Politics,,Policies/Norms/Rules,,Informative, voice of famous personality (fpv),famous personality (fp),,no music,Famous Personality,Happy ,Jamyang Tsering Namgyal,Politics
https://www.facebook.com/1954072204870360/posts/2474056649538577/,4-Year-Old Nitara Bhambhani Makes National Record,4 साल है उम्र लेकिन अपने नाम किया राष्ट्रीय रिकॉर्ड,Entertainment,,"Award/Achievement, Person specific",,Shocking/Surprising,text only (to),commoner (np),,relevant,"Object, Commoner",Happy ,,
https://www.facebook.com/1954072204870360/posts/2408568819420694/,Congress Leader Adhir Ranjan Chowdhury Called Kashmir An International Issue,किस Congress leader ने Kashmir को बताया international issue? जिसके बाद गुस्साई Sonia Gandhi,Politics,,"Statement/Speech, Famous Personality",,Controversial, voice of famous personality (fpv),famous personality (fp),,loud,Famous Personality,Happy ,Adir Ranjan,Politics
https://www.facebook.com/1954072204870360/posts/2410739472536962/,How To Worship Lord Shiva On Last Monday Of Sawan,कैसे करें सावन के आखिरी सोमवार को पूजा?,Lifestyle,,Religion,,Explainers,other,other,Tree,relevant,Famous Personality,Neutral ,Shiv,Spirituality
https://www.facebook.com/1954072204870360/posts/2419105438367032/,A Man Whose Diet Wholly Consists Of Rocks And Stones,कैसे ये शख्स जी रहा है सिर्फ कंकर और पत्थर खा कर?,Weird News,,"Health, Person Specific",,Shocking/Surprising,text only (to),commoner (np),,loud,Commoner,Action,,
https://www.facebook.com/1954072204870360/posts/2419111845033058/,A 25 Year Old School Without Building,क्यों मजबूरी में पढ़ रहे हैं इस school के बच्चे?,Education,,Facts,,Shocking/Surprising,text only (to),Crowd,,relevant,Commoner,Action,,
https://www.facebook.com/1954072204870360/posts/2419131391697770/,"Ruma Devi, A Woman From Village, Wins Designer Of The Year 2019 Award",गांव की इस महिला ने जीता Designer of The Year 2019 का award,Lifestyle,,"Award/Achievement, Famous Personality",,Shocking/Surprising, common voice (optv),Crowd,,no music,"Object, Commoner",Happy ,,
https://www.facebook.com/1954072204870360/posts/2386945998249643/,Barmer's Unique School,इस school में बच्चे बिना किताबों के करते हैं पढ़ाई,Education,,"Facts, Award/Achievement",,Shocking/Surprising, common voice (optv),other,Students,no music,"Object, Commoner",Action,,
https://www.facebook.com/1954072204870360/posts/2410704052540504/,Story Of Shani Maharaj Mandir kapasan Chittorgarh,कौन से शनि मंदिर के तेल से होती है चर्म रोगों की समस्या दूर?,Lifestyle,,Religion,,Explainers,text only (to),famous personality (fp),,low,Famous Personality,Neutral ,Shani Dev,Devotional
https://www.facebook.com/1954072204870360/posts/2423680927909483/,Pune's Charity Store Brings Affordable Items To Underprivileged,कहां है ये store जो underprivileged लोगों को देता है कम पैसों में सामान?,Lifestyle,,Social Work,,Informative,text only (to),other,Building,low,Commoner,Happy ,,
https://www.facebook.com/1954072204870360/posts/2410022439275332/,This Extraordinary School Is Making Learning Fun For Grannies!,Maharashtra में कौन सा है वो school जहां पढ़ती हैं ‘दादी-नानी’?,Education,,Facts,,Shocking/Surprising,text only (to),commoner (np),,low,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2409258422685067/,Serving Creativity: The Chaiwala Who Cycles 100 km A Day To Peddle His 24 Books,Amazon और Flipkart पर मिलती है इस Chaiwale Author की books,Lifestyle,,"Economy/Economic, person specific, Award/Achievement",,Emotional,other,other,Tea,relevant,"Object, Commoner",Neutral ,,
https://www.facebook.com/1954072204870360/posts/2409089322701977/,ISRO To Build Centre To Protect High-Value Assets From Space Debris,"ISRO का नया project, अब मिलेगी space debris की हर छोटी जानकारी",Technology & Innovations,, Science,,Informative,text only (to),commoner (np),,relevant,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2410548902556019/,4 Year Old Makes A Record For Identifying All The Flags Of The Asian Countries,4 साल की लड़की ने Asian countries के flags को पहचान कर बनाया record,Others,,"Award/Achievement, Person Specific",,Shocking/Surprising,text only (to),commoner (np),,relevant,"Object, Commoner",Neutral ,,
https://www.facebook.com/1954072204870360/posts/2408532302757679/,"Why Dr Ambedkar Refused To Draft Article 370? After Which Gopalaswami Ayyangar, The Man Trusted by Nehru to Draft Article 370",Dr BR Ambedkar के मना करने के बाद किसने तैयार किया Article 370 का draft?,Judiciary & Crime,," Judicial, History, Famous Personality,",,Informative,text only (to),famous personality (fp),,relevant,Famous Personality,Neutral ,BR Ambedkar,Politics
https://www.facebook.com/1954072204870360/posts/2408455109432065/,"High Tide Brings Heaps Of Trash Along Mumbai's Marine Drive, 25 Tonnes Cleared",Mumbai के किनारों से साफ किया गया 150 tonne कचरा,Environment/Ecosystem,,Crisis,,Shocking/Surprising,text only (to),commoner (np),,relevant,Commoner,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2408554659422110/,Remembering Rabindranath Tagore On His 78th Death Anniversary,कौन थे वे पहले Indian जिन्हें Asia में सबसे पहले मिला था Nobel Prize?,Others,,"Famous Personality, History",,"Day-specific, Profile", voice of famous personality (fpv),famous personality (fp),,no music,Famous Personality,Neutral ,Rabindranath Tagore,Art and culture
https://www.facebook.com/1954072204870360/posts/2410623202548589/,Dr Vikram Sarabhai: The Father Of India's Space Program,Dr Vikram Sarabhai जिनकी कोशिशों की वजह से देश को मिला ISRO,Technology & Innovations,,"Famous Personality,  Science",,"Day-specific, Profile",text only (to),famous personality (fp),,neutral,Famous Personality,Proud,Vikram Sarabhai,Science & Tech
https://www.facebook.com/1954072204870360/posts/2407743552836554/,"Jammu And Kashmir, Ladakh Get The Designation Of Union Territory",Jammu & Kashmir बंटा दो हिस्सों में,Government,,Policies/Norms/Rules,,Informative,text only (to),other,Nature,relevant,Nature,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2407605399517036/,"Jammu And Kashmir, Ladakh Separated, Both Gain The Union Territory Status","BREAKING NEWJ | Jammu & Kashmir को बांटकर बनाए दो केंद्र शासित प्रदेश, अलग होगा Ladakh",Government,,Policies/Norms/Rules,,Informative,other,other,Nature,loud,Nature,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2425886737688902/,Know How Bandit Became Maharishi,किसने मरा-मरा बोल कर प्राप्त किया ईश्वर को?,Lifestyle,,"Facts, Religion, Famous Personality",,General ,voice over (vo),famous personality (fp),,relevant,Famous Personality,Neutral ,Maharshi Valmiki,Spirituality
https://www.facebook.com/1954072204870360/posts/2409211456023097/,Speciality Of Varaha Lakshmi Narsimha Temple,किसने बनवाया था नरसिंह भगवान का श्री सिंहाचलम मंदिर?,Places / Destinations,,Religion,,Informative,text only (to),other,Temple,low,Temple,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2410704445873798/,Story Of Shravan Putrada Ekadashi,आज है पुत्रदा एकादशी जानिए क्या है इस एकादशी के पीछे की पौराणिक कथा,Lifestyle,,Religion,,Explainers,text only (to),commoner (np),,relevant,Famous Personality,Neutral ,Lord Krishna,Devotional
https://www.facebook.com/1954072204870360/posts/2408376136106629/,Reforming Hearts! 5 Petrol Pumps In Tamil Nadu To Be 'Fully Operated' By Prisoners,किस शहर में है ये petrol pump जिसे मिलकर चलाते हैं 35 prisoners?,Others,,Empowerment,,General ,other,commoner (np),,low,Commoner,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2409919625952280/,Back To The Roots: Shankar Venkatraman Providing Livelihood By Embracing Organic Farming,क्यों छोड़ी इस US engineer ने अपनी job और India आए farming के लिए?,Lifestyle,,"Famous Personality, Empowerment",,Inspiring,text only (to),commoner (np),,relevant,Nature,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2409990289278547/,"11-Year-Old From Amritsar Bags Over 45 Gold Medals In Karate, Aspiring Everyone For Olympics",11 साल के इस बच्चे ने जीते 45 gold medals,Sports & Games,,"Other Sports, Award/Achievement",,Inspiring,other,commoner (np),,relevant,Commoner,Action,,
https://www.facebook.com/1954072204870360/posts/2409105886033654/,A High School Dropout From Tamil Nadu Is Designing Low-Cost Paragliders,"कैसे बनाया K A Raja ने ₹6 lakh में बिकने वाला paraglider सिर्फ ₹60,000 में?",Technology & Innovations,,"Economy/Economic, Person Specific",,Inspiring,text only (to),commoner (np),,relevant,Commoner,Action,,
https://www.facebook.com/1954072204870360/posts/2409257689351807/,This Inspiring School Is Preparing Blind Youth for Life,कौन सा है ये school जो blind youth को दे रहा है education?,Education,,Empowerment,,Inspiring,text only (to),commoner (np),,low,Commoner,Happy ,,
https://www.facebook.com/1954072204870360/posts/2408388269438749/,"After Imran Khan's Visit, US approves Military Sales Worth $125 Million To Support Pakistan's F-16s",किस deal के तहत US करेगा Pakistan की help और कितने million dollars की होगी ये deal?,Global News,,"Famous Personality, Economy/Economic",,Informative,text only (to),famous personality (fp),,low,Famous Personality,Action,"Donald Trump, Imran Khan",Politics
https://www.facebook.com/1954072204870360/posts/2408261386118104/,Indian Athletes Have Won 227 Medals In International Event in June 2019,सिर्फ एक महीने में Indian athletes ने जीते कितने medals?,Sports & Games,,"Other Sports, Award/Achievement",,Informative,other,commoner (np),,low,Commoner,Happy ,,
https://www.facebook.com/1954072204870360/posts/2408515689426007/,"2,500 Year Old Temple Of Lord Ganesha","कहां है भगवान गणेश का 2,500 साल पहले का ये प्राचीन मंदिर?",Places / Destinations,,"Religion, History",,Informative,text only (to),other,Temple,relevant,Temple,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2418397141771195/,Importance Of Karma In A Human's Life,कर्मों के महत्व पर प्रकाश डालने वाली एक प्रेरक कहानी,Lifestyle,,Religion,,Explainers,text only (to),famous personality (fp),,low,Famous Personality,Action,Lord Krishna,Devotional
https://www.facebook.com/1954072204870360/posts/2410556062555303/,Indian Athlete Wins Marathons To Collect Money For Sister's Wedding,"बहन की शादी के लिए नहीं थे पैसे, तो marathons में लगा दी दौड़",Lifestyle,,"Other Sports, Economy/Economic",,Emotional,text only (to),commoner (np),,relevant,Commoner,Proud,,
https://www.facebook.com/1954072204870360/posts/2407801219497454/,BSNL And MTNL To Merge Under The Modi Government,क्या merger के बाद सुधरेंगे BSNL और MTNL के हालात?,Government,,Policies/Norms/Rules,,Explainers,text only (to),famous personality (fp),Modi,low,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2414489412161968/,Beginning Of Raksha Bandhan,भाई-बहन के अटूट रिश्ते का प्रतीक है रक्षाबंधन आइए जानते हैं कैसे शुरू हुआ था ये त्यौहार,Lifestyle,,"Culture, History",,"Day-specific, Explainers",text only (to),commoner (np),,low,Famous Personality,Action,Lord Krishna,Devotional
https://www.facebook.com/1954072204870360/posts/2419017461709163/,Music Lessons For ₹1 For The Underprivileged,पहले थे एक civil engineer अब सिखाते हैं ₹1 में guitar,Lifestyle,,"Social Work, Music, Person specific",,Inspiring,text only (to),commoner (np),,relevant,Commoner,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2405654436378799/,"Happy Birthday, Sunil Chhetri",आज है Sunil Chhetri का birthday,Sports & Games,,"Football, Famous Personality, ",,"Day-specific, Profile",text only (to),famous personality (fp),,low,Famous Personality,Neutral ,Sunil Chhetri,Sport
https://www.facebook.com/1954072204870360/posts/2414465445497698/,Rakshabandhan Special: The Beautiful Bond Of Brothers And Sisters,रक्षाबंधन के त्यौहार पर भाई-बहन की पुकार,Lifestyle,,"Culture, History",,"Day-specific, Explainers",voice over (vo),other,Hand,low,Object,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2405593796384863/,UP Cops Praises Mother-Daughter On The Road Safety Video,क्यों की UP Police ने इस मां बेटी की तारीफ?,Forces,,"Awareness, Judicial, Police",,Viral, common voice (optv),commoner (np),,no music,Commoner,Neutral ,,
https://www.facebook.com/1954072204870360/posts/2419181305026112/,Syamantak: A School Without Walls,क्या है school without walls का concept?,Education,,"Facts, Awareness",,"Inspiring, Informative",other,other,Banner,relevant,Commoner,Action,,
